,¨K¨K,¨K¨J,¨K¡ú,¨J¨K,¨J¨J,¨J¡ú,¡ú¨K,¡ú¨J,¡ú¡ú 
801,Brd3,Ebf2,LOC100910107,Alpl,Rnf216,,LOC317456,Rn60_12_0128.5,
802,Brd4,Ebf3,LOC100910371,Alpp,Ropn1l,,LOC361635,Rn60_13_0344.1,
803,Brd9,Ecel1,LOC100910419,Amdhd1,Rpl31l3,,LOC361985,Rn60_13_0702.2,
804,Bre,Ech1,LOC100910851,Amhr2,RragB,,LOC500028,Rn60_13_0703.2,
805,Brf2,Echdc3,LOC100910899,Amot,Rrh,,LOC654482,Rn60_14_0081.1,
806,Bri3bp,Eea1,LOC100910942,Amotl1,Rtl1,,LOC679539,Rn60_15_0617.2,
807,Brk1,Eef1akmt1,LOC100911068,Ampd1,Rxfp1,,LOC680121,Rn60_15_0618.2,
808,Brms1,Eef2k,LOC100911215,Ampd2,Rxra,,LOC680322,Rn60_18_0170.1,
809,Brms1l,Eepd1,LOC100911319,Amph,S100b,,LOC680385,Rn60_19_0375.6,
810,Brpf3,Efcc1,LOC100911405,Amz2,S100g,,LOC680491,Rn60_1_1129.2,
811,Brwd3,Efna2,LOC100911572,Anapc1,S1pr5,,LOC681282,Rn60_1_2220.2,
812,Bscl2,Egf,LOC100911681,Anapc11,SNORA28,,LOC688282,Rn60_20_0037.1,
813,Btf3,Egln2,LOC100911730,Angpt4,SNORA33,,LOC688655,Rn60_4_0170.3,
814,Btf3l4,Egr3,LOC100911845,Angptl1,SNORA71,,LOC688815,Rn60_6_0139.1,
815,Btg1,Eif5a2,LOC100912028,Ankdd1b,SNORD101,,LOC688932,Rn60_6_1136.1,
816,Btk,Elavl3,LOC100912450,Ankib1,SNORD24,,LOC689574,Rn60_7_1084.1,
817,Btnl7,Elf4,LOC100912527,Ankle1,SNORD50,,LOC690035,Rn60_7_1454.2,
818,Btnl8,Ell2,LOC100912543,Ankmy2,SNORD53_SNORD92,,LOC691427,Rn60_X_0648.1,
819,Bub1,Elmod2,LOC100912580,Ankrd13c,Sac3d1,,Lacc1,Rn60_X_1236.3,
820,Bud13,Elmod3,LOC100912611,Ankrd27,Sall2,,Lamb1,Rnase10,
821,Bves,Eln,LOC100912917,Ankrd28,Samd4b,,Lamc1,Rpe65,
822,Bysl,Elovl4,LOC102550325,Ankrd42,Sash1,,Lancl2,Rph3a,
823,C1galt1c1,Elp2,LOC102550668,Ankrd45,Sbspon,,Laptm4a,Rpl26-ps1,
824,C1qa,Emcn,LOC102551064,Ankrd55,Scamp1,,Larp7,Rprd2,
825,C1qb,Emid1,LOC102551183,Ankrd61,Scin,,Lat,Rps12,
826,C1qbp,Eml2,LOC102551265,Ankrd7,Scrg1,,Lats1,Rsph9,
827,C1qc,Enc1,LOC102551339,Anks3,Scyl3,,Lbh,Rtn4rl2,
828,C1qtnf6,Eng,LOC102551820,Anks4b,Sdsl,,Lbr,Rufy4,
829,C1s,Enho,LOC102553828,Anks6,Sec16b,,Lcorl,SCARNA13,
830,C2,Enox1,LOC102555749,Ano10,Sec24d,,Ldah,SCARNA18,
831,C3ar1,Enpep,LOC102555924,Ano5,Sectm1b,,Ldha,SNORA12,
832,C5ar1,Enpp4,LOC103689920,Ano7,Selenoo,,Lgals1,SNORD12,
833,C8g,Ensa,LOC103689938,Anp32a,Sema4g,,Lgals3bp,SNORD124,
834,Ca5b,Entpd6,LOC103689974,Anxa9,Sema5a,,Lhfpl2,SNORD15,
835,Cab39,Epb41,LOC103690077,Aoc3,Sema5b,,Lig1,SNORD19B,
836,Cacul1,Epb41l4b,LOC103690165,Aox1,Serhl2,,Lima1,SNORD23,
837,Cadm3,Epc1,LOC103691005,Aox2,Sfta2,,Limch1,SNORD35,
838,Cadps2,Epha4,LOC103691298,Aox4,Sh2d4b,,Lix1l,SNORD65,
839,Calcr,Ephb1,LOC103691563,Ap1s1,Sh3pxd2a,,Lman2,SNORD75,
840,Calm2,Ephb4,LOC103691966,Ap3b2,Shisa7,,Lpgat1,Samd3,
841,Calm3,Ephx2,LOC103692041,Ap3d1,Shisa8,,Lpin2,Scap,
842,Calml4,Epm2aip1,LOC103692165,Ap3m1,Shox2,,Lrp6,Scarna3,
843,Camk2n1,Epn2,LOC103692168,Ap3m2,Sigmar1,,Lrpap1,Scn1b,
844,Camk4,Eps15l1,LOC103692170,Ap4m1,Slc10a1,,Lrrc59,Scnn1b,
845,Camkmt,Erbb2,LOC103692531,Ap5b1,Slc20a2,,Lrrfip1,Scrt1,
846,Camta1,Erc2,LOC103693563,Apbb2,Slc25a47,,Lrrn3,Sdc2,
847,Camta2,Erg,LOC103694506,Apbb3,Slc26a3,,Lrwd1,Sec31b,
848,Cand2,Erich6,LOC108348042,Apcdd1,Slc26a6,,Lsm14a,Selenoi,
849,Canx,Erlec1,LOC108348044,Apcdd1l,Slc26a8,,Luc7l,Selenon,
850,Cap1,Ero1b,LOC108348062,Apeg3,Slc27a6,,Luc7l3,Selenot,
851,Capg,Erp29,LOC108348086,Api5,Slc28a1,,M6pr,Serpinb9d,
852,Capn3,Esam,LOC108348128,Apln,Slc35a3,,MGC95208,Sftpd,
853,Capn7,Esrrg,LOC108349548,Aplp1,Slc41a2,,Mad2l2,Shisa6,
854,Caprin1,Esyt1,LOC108352818,Apoa1,Smarca2,,Maea,Skap1,
855,Caprin2,Esyt3,LOC171573,Apoa4,Smg8,,Mafk,Sla2,
856,Capza1,Etv2,LOC24906,Apobr,Smo,,Magi3,Slain1,
857,Capza2,Etv3,LOC257642,Apoc1,Smpd5,,Maml1,Slc17a4,
858,Car13,Etv3l,LOC292543,Apoc4,Smug1,,Map1b,Slc21a4,
859,Car2,Eva1a,LOC299277,Apol9a,Smurf1,,Map1lc3b2,Slc25a30,
860,Car6,Evi2b,LOC301165,Appl1,Smyd4,,Map2k3,Slc2a2,
861,Car8,Exoc1,LOC314140,Aqp7,Sntb2,,Mapk1,Slc35d1,
862,Card19,Exoc3l4,LOC360919,Aqr,Snx25,,Mapre1,Slc35g1,
863,Card6,Exosc2,LOC365238,Ar,Sox5,,7-Mar,Slc35g3,
864,Carhsp1,Exosc5,LOC497796,Araf,Spaca1,,Marcks,Slc38a11,
865,Carm1,Ext2,LOC498152,Arap2,Spata2L,,Marveld2,Slc39a4,
866,Carnmt1,Ezh1,LOC498316,Arcn1,Spatc1l,,Mavs,Slc41a3,
867,Casc3,F10,LOC499229,Arfgap2,Sphkap,,Mbtps1,Slc45a3,
868,Casp1,F11r,LOC500035,Arfgef3,Spink2,,Mcam,Slc5a4b,
869,Casp12,Faap100,LOC502908,Arg1,Spn,,Mcm2,Slc6a14,
870,Casp2,Fah,LOC679149,Arhgap10,Spopl,,Mcm4,Slc6a2,
871,Casp3,Fam117b,LOC679782,Arhgap19,Sptbn2,,Mcm8,Slc7a9,
872,Casp7,Fam118a,LOC681341,Arhgap24,Sspn,,Mcmbp,Slco1b2,
873,Casp8ap2,Fam122a,LOC682793,Arhgap28,St3gal3,,Mcts1,Slitrk3,
874,Cass4,Fam126b,LOC684107,Arhgap29,Stard6,,Mdh2,Smim22,
875,Cast,Fam127b,LOC684509,Arhgap33,Steap4,,Meaf6,Smok2a,
876,Cat,Fam131a,LOC685160,Arhgap4,Stk32a,,Med15,Snapc4,
877,Catsper2,Fam131b,LOC686660,Arhgap9,Stk32b,,Med21,Snip1,
878,Catsper3,Fam134c,LOC689039,Arhgef15,Strn,,Med22,Sobp,
879,Catsperd,Fam149a,LOC690020,Arhgef18,Sts,,Med29,Spag6l,
880,Catsperg,Fam151a,LOC690271,Arhgef2,Stx3,,Med6,Spata16,
881,Cav1,Fam172a,LOC690352,Arhgef40,Sulf1,,Mef2c,Spata46,
882,Cav2,Fam184a,LOC690422,Arid2,Syt1,,Mef2d,Spert,
883,Cav3,Fam198b,LOC690700,Arid5a,Syt8,,Men1,Spetex-2F,
884,Cbfa2t2,Fam210b,LOC691033,Arl1,Tac1,,Mesdc2,Spink4,
885,Cbfa2t3,Fam217a,LOC691162,Arl10,Taf5,,Mest,Spint2,
886,Cbll1,Fam219a,LOC691354,Arl13b,Taf9b,,Metap1,Spo11,
887,Cbr3,Fam228b,LOC691551,Arl2,Tas1r1,,Mettl10,Sprn,
888,Cbwd1,Fam24a,LOC691807,Arl4d,Tbata,,Mettl16,Srrm3,
889,Cc2d1a,Fam25a,Lamc2,Arl5a,Tbccd1,,Mettl9,Srrm5,
890,Ccar1,Fam46b,Lamtor4,Arl6,Tbx15,,Mff,Ssr3,
891,Ccar2,Fam81b,Lat2,Arl6ip5,Tbx4,,Mid1ip1,Sst,
892,Ccdc102a,Fam83d,Lbx2,Armc2,Tbx5,,Mief2,Stam2,
893,Ccdc120,Fam83f,Lcn12,Armc4,Tc2n,,Miga1,Stk39,
894,Ccdc126,Fam84a,Lctl,Armc5,Tcp11,,Mipol1,Ston1,
895,Ccdc127,Fam89b,Ldlrad2,Armc8,Tecpr2,,Mir199a2,Stx1a,
896,Ccdc130,Fam96a,Ldlrad3,Armcx3,Tekt3,,Mir3064,Stxbp5l,
897,Ccdc152,Fam98b,Leng1,Armcx4,Tenm2,,Mis18a,Styk1,
898,Ccdc157,Fam98c,Lep,Armt1,Tenm3,,Mkln1,Sv2b,
899,Ccdc158,Fancc,Lfng,Arnt,Tesk2,,Mllt1,Sybu,
900,Ccdc167,Fancm,Lhx4,Arntl,Tet2,,Mmadhc,Syndig1,
901,Ccdc174,Far2,Lig3,Arpin,Tex26,,Moap1,Syne1,
902,Ccdc22,Fas,Limd2,Arpp21,Tgfbr3,,Mospd1,T2,
903,Ccdc28a,Fbrsl1,Limk1,Arrb1,Tgm1,,Mpc1,Tas2r108,
904,Ccdc39,Fbxl15,Lin28b,Arrdc1,Thbs1,,Mphosph6,Tas2r13,
905,Ccdc47,Fbxl5,Lin54,Arrdc2,Thsd1,,Mphosph9,Tbc1d8b,
906,Ccdc77,Fbxo10,Llgl2,Arrdc3,Tiam1,,Mpv17,Tdgf1,
907,Ccdc8,Fbxo16,Lonp1,Arrdc4,Tiam2,,Mrgbp,Tdrd15,
908,Ccdc88b,Fbxo18,Lpo,Arsg,Tmcc1,,Mrpl19,Terb1,
909,Ccdc88c,Fbxo27,Lrch1,Arsi,Tmcc2,,Mrpl20,Terb2,
910,Ccdc9,Fbxo28,Lrfn3,Art1,Tmem132e,,Mrpl21,Tesb,
911,Ccer2,Fbxo30,Lrg1,Art3,Tmem145,,Mrpl22,Tex19.2,
912,Cchcr1,Fbxo47,Lrp11,Artn,Tmem41b,,Mrpl23,Tgm3,
913,Ccl3,Fbxw17,Lrrc24,As3mt,Tmem82,,Mrpl33,Tgm7l1,
914,Ccl4,Fbxw9,Lrrc38,Asah2,Tmem86b,,Mrpl45,Timm8a2,
915,Ccl6,Fcgr2b,Lrrc39,Asap2,Tmem87a,,Mrpl50,Tlk2,
916,Ccl7,Fcho2,Lrrc3c,Asap3,Tnfaip6,,Mrpl51,Tm4sf4,
917,Ccnb1,Fchsd1,Lrrc46,Asb13,Tnfrsf13c,,Mrpl55,Tm6sf2,
918,Ccnb3,Fcmr,Lrrc4b,Asb14,Tnk2,,Mrps14,Tmc8,
919,Ccnc,Fcrla,Ly49i2,Asb7,Tnrc6b,,Mrps27,Tmem128,
920,Ccnd3,Fdx1,Ly49s4,Ascl2,Tox,,Mtap,Tmem130,
921,Ccng1,Fem1b,Ly49s6,Asgr2,Tph2,,Mthfd1,Tmem151b,
922,Ccng2,Fer1l6,Ly49si1,Ash1l,Traf3ip2,,Mthfd2,Tmem178b,
923,Ccnh,Fermt3,Ly49si2,Ash2l,Trappc3l,,Mtmr4,Tmem200b,
924,Ccni,Fez1,Ly49si3,Asic4,Trhde,,Mtmr6,Tmem207,
925,Ccnk,Fez2,Ly6g5c,Asic5,Trim46,,Mtpap,Tmem229a,
926,Ccpg1,Fgd2,Ly6g6d,Aspg,Trio,,Mtpn,Tmem232,
927,Ccr5,Fgf18,Lztfl1,Asphd2,Triobp,,Myadm,Tmem258b,
928,Ccr7,Fgf2,MGC116121,Asrgl1,Trnau1ap,,Mydgf,Tmem8b,
929,Ccrl2,Fgf22,Macf1,Asxl1,Tsc1,,Myg1,Tmprss12,
930,Ccser2,Fgf7,Mad1l1,Asxl2,Tsc2,,Myh10,Tns3,
931,Cct2,Fgfr2,Maff,Atad2,Tshz1,,Myl1,Tpsg1,
932,Cct3,Fgl2,Magohb,Atf1,Tspan1,,Myl12b,Trabd,
933,Cct4,Fibp,Map1lc3b,Atf2,Tspy26,,Myl7,Traf3ip1,
934,Cct5,Fip1l1,Map2k1,Atf7,Ttc26,,Myl9,Trex2,
935,Cct6a,Flii,Map2k2,Atf7ip,Ttc39a,,Myo10,Trim16,
936,Cct6a-ps2,Flrt1,Map3k19,Atg101,Tubgcp5,,NEWGENE_1305281,Trim9,
937,Cct8,Flt4,Map3k3,Atg16l2,Tuft1,,NEWGENE_1310561,Trmt1l,
938,Ccz1b,Fmnl1,Mapk12,Atg2b,Txnrd1,,NEWGENE_619861,Trmt2a,
939,Cd14,Fmnl2,Mapkap1,Atg4d,Tysnd1,,NEWGENE_620381,Trpc4,
940,Cd163,Fmo2,1-Mar,Atic,U5,,NEWGENE_6497122,Trpm4,
941,Cd200,Fndc11,Mas1l,Atl1,Ubap1l,,Naa10,Tspyl5,
942,Cd200r1,Fndc9,Mast2,Atm,Ube2o,,Naa25,Tssk6,
943,Cd276,Fnip2,Matk,Atmin,Ube2t,,Naa30,Ttc13,
944,Cd28,Fosl2,Mau2,Atn1,Ubfd1,,Naa35,Ttc22,
945,Cd300a,Foxd1,Mbd4,Atoh8,Ubr7,,Nap1l4,Ttc24,
946,Cd300le,Frmd3,Mbl2,Atp10b,Ufsp1,,Nars,Ttr,
947,Cd302,Frmd6,Mbnl1,Atp11a,Urb1,,Nasp,Tubb1,
948,Cd33,Frrs1,Mc5r,Atp13a3,Usp25,,Ncaph,Tubgcp3,
949,Cd37,Fscn2,Mcat,Atp2a1,Usp44,,Ncaph2,U2surp,
950,Cd3eap,Fundc2,Mdga1,Atp2b3,Uspl1,,Ncbp3,Ubash3a,
951,Cd48,Fus,Mdm2,Atp4b,Uts2,,Ndufa11,Ucp3,
952,Cd53,Fuz,Mdn1,Atp5s,Vars2,,Ndufa12,Ush2a,
953,Cd63,Fzd10,Mep1b,Atp6v0d1,Vcam1,,Ndufa5,Usp28,
954,Cd68,Fzd9,Metap1d,Atp6v0e2,Vps45,,Ndufaf5,Usp35,
955,Cd79a,G4,Mex3b,Atp6v1c2,Vps4a,,Ndufs8,Vav3,
956,Cd79al,G6pc2,Mfsd12,Atp6v1f,Vps8,,Ndufv1,Vcpip1,
957,Cd82,G6pd,Mfsd7,Atp7a,Vsir,,Nedd4,Vit,
958,Cd83,Gabra4,Mgat1,Atp8a2,Vstm2b,,Nefm,Vom1r109,
959,Cd84,Gabrb2,Mgrn1,Atp8b1,Vsx2,,Nek1,Vom1r37,
960,Cd93,Galc,Mgst3,Atp9a,Vwa1,,Nek7,Vom1r62,
961,Cd99,Galnt1,Mill1,Atp9b,Wdr19,,Nexn,Vom1r85,
962,Cd99l2,Galnt13,Mir133b,Atpaf2,Wdr25,,Nfatc2,Vom2r28,
963,Cdadc1,Galnt6,Mir21,Atraid,Wdr5b,,Nif3l1,Vom2r34,
964,Cdc25b,Gap43,Mir301a,Aunip,Wdr78,,Nipsnap1,Vom2r47,
965,Cdc27,Gapdhs,Mir3084d,Avpr1a,Wdr90,,Nit1,Vom2r80,
966,Cdc42,Gapt,Mir3565,Awat2,Wdr93,,Nit2,Vpreb1,
967,Cdc42bpb,Gas2l3,Mir497,Axin2,Wisp3,,Nono,Vpreb2,
968,Cdc42ep4,Gata6,Mir6321,Azgp1,Wnk3,,Nop2,Vsig1,
969,Cdc42se1,Gatc,Mir93,Azi2,Wnt16,,Nop58,Vwa5b1,
970,Cdc42se2,Gatsl3,Misp,B3galt1,Wnt2,,Npff,Vwc2,
971,Cdc45,Gba,Mkks,B3galt6,Xkr5,,Nphp1,Wbp1l,
972,Cdc5l,Gcat,Mlc1,B3gnt5,Xpr1,,Nprl3,Wdr33,
973,Cdca2,Gcc1,Mlnr,B3gnt6,Xrcc6,,Nptn,Wdr38,
974,Cdh10,Gcgr,Mmp14,B4galnt4,Ybx2,,Nptx1,Wdr48,
975,Cdh19,Gclm,Mms19,B4galt4,Ydjc,,Nr2c2ap,Wdr70,
976,Cdh5,Gdf6,Mnt,B4galt7,Ypel4,,Nr2f6,Wisp2,
977,Cdipt,Gdpd2,Mocs2,BC028528,Zbtb16,,Nrde2,Wnt6,
978,Cdk1,Gemin4,Mpnd,Baalc,Zbtb49,,Ns5atp9,Wnt7a,
979,Cdk16,Gfap,Mpo,Bach1,Zbtb7c,,Nsdhl,XAF1,
980,Cdk18,Gfer,Mrpl40,Bad,Zbtb8a,,Nsfl1c,Xcr1,
981,Cdk20,Gfod2,Mrpl47,Bag1,Zc3h12b,,Nt5c2,Xkrx,
982,Cdk2ap1,Gfral,Mrpl48,Bag2,Zcchc16,,Ntmt1,Zbtb42,
983,Cdk7,Ggt5,Mrpl52,Bag4,Zdhhc9,,Nudcd1,Zbtb47,
984,Cdkn1a,Gid4,Mrps16,Bai1,Zfp2,,Nudcd2,Zbtb7b,
985,Cdkn1b,Gimap6,Mrps18c,Baiap2,Zfp202,,Nup153,Zc2hc1b,
986,Cdkn1c,Glb1l,Mrps21,Bambi,Zfp354a,,Nup85,Zcchc14,
987,Cdkn2aip,Gli4,Mrps21l,Bax,Zfp362,,Nupl2,Zdhhc17,
988,Cdkn2aipnl,Glra1,Mrps6,Baz2a,Zfp39,,Nynrin,Zdhhc7,
989,Cdpf1,Glrb,Ms4a15,Bbof1,Zfp483,,Oaf,Zdhhc8,
990,Cdt1,Glrx5,Ms4a5,Bbs7,Zfp551,,Oard1,Zfp112,
991,Cdyl,Glt8d2,Msn,Bbs9,Zfp566,,Oaz1,Zfp260,
992,Ceacam18,Gltscr1,Mss51,Bche,Zfp608,,Odf2,Zfp365,
993,Ceacam9,Glyatl2,Mta1,Bcl11a,Zfp653,,Ogfod3,Znhit1,
994,Cebpa,Gm10644,Mtf1,Bcl11b,Zfp687,,Ogg1,Zpbp,
995,Cebpb,Gm14124,Mtrr,Bcl2,Zfp707,,Ogn,Zpld1,
996,Cebpz,Gm8797,Mug1,Bcl6,Zfp707l1,,Olfml3,Zzef1,
997,Cemip,Gmcl1,Mxra7,Bcl7a,Zfp709l1,,Oraov1,snoZ30,
998,Cenpc,Gmip,Mxra8,Bcl7b,Zfp719,,Orc2,,
999,Cenpf,Gnai1,Myadml2,Bco1,Zfp827,,Orc6,,
1000,Cenpm,Gnai2,Mybl2,Bcs1l,Zfp9,,Osbpl1a,,
1001,Cep120,Gng12,Mybpc2,Bdh1,Zfp90,,Osgepl1,,
1002,Cep135,Gng5,Myl2,Bdkrb2,Zfp93,,Osmr,,
1003,Cep192,Gnl2,Mynn,Becn2,Zfyve16,,Otub1,,
1004,Cep250,Gnptg,Myoz1,Bend3,Zic5,,Oxct1,,
1005,Cep41,Gopc,Myt1,Bend5,Zik1,,Oxsr1,,
1006,Cep44,Gpaa1,N4bp2l2,Bend6,Zkscan2,,P2rx4,,
1007,Cep55,Gpalpp1,NEWGENE_1308612,Bend7,Zmym1,,P3h1,,
1008,Cep57l1,Gpat3,NEWGENE_1582994,Best2,Zmym6,,P3h4,,
1009,Cep68,Gpatch2,NEWGENE_1589866,Best3,Znf442,,Pa2g4,,
1010,Cep89,Gpbp1l2,Naglu,Bet1l,Znf750,,Pafah1b1,,
1011,Cers5,Gpc6,Nanp,Bfsp1,tGap1,,Pafah1b2,,
1012,Cetn3,Gpn3,Nat8f5,Bfsp2,uc_338,,Pafah1b3,,
1013,Cetn4,Gpr107,Nbeal1,Bglap,,,Paics,,
1014,Cfap20,Gpr137,Nbr1,Bhlhe22,,,Paip1,,
1015,Cfap36,Gpr137b,Ncapg2,Bhlhe40,,,Pak2,,
1016,Cfap54,Gpr137c,Ncdn,Bhmt,,,Palmd,,
1017,Cfap70,Gpr153,Nck1,Bhmt2,,,Panx3,,
1018,Cfd,Gpr160,Ndfip1,Bicc1,,,Papd5,,
1019,Cfh,Gpr165,Ndor1,Bicd1,,,Papola,,
1020,Cfhr1,Gpr180,Ndp,Bicdl1,,,Parg,,
1021,Cfl1,Gpr19,Ndufa10l1,Bicdl2,,,Parl,,
1022,Cfl2,Gpr21,Ndufb10,Bin1,,,Parp1,,
1023,Cfp,Gpr22,Ndufc1,Bin2a,,,Parp16,,
1024,Cftr,Gpr37l1,Ndufv3,Birc6,,,Paxbp1,,
1025,Cggbp1,Gpr52,Nelfa,Blcap,,,Pbdc1,,
1026,Chaf1a,Gpr75,Neurod6,Blmh,,,Pbx2,,
1027,Chchd1,Gpr82,Nfe2l1,Blnk,,,Pcbd2,,
1028,Chchd2,Gpr84,Nfia,Bmf,,,Pcbp4,,
1029,Chchd3,Gpr88,Nfkbia,Bmpr1a,,,Pcid2,,
1030,Chchd4,Gprc5c,Nfx1,Bmt2,,,Pcmt1,,
1031,Chchd5,Gpt,Nilr1,Bmx,,,Pcnp,,
1032,Chchd7,Gpx3,Nipal2,Bola3,,,Pdap1,,
1033,Chd1l,Gpx4,Nkpd1,Boll,,,Pdcd10,,
1034,Chd5,Gramd1a,Nkrf,Bop1,,,Pdcd11,,
1035,Chd8,Grb14,Nlrc5,Borcs6,,,Pdcd2,,
1036,Cherp,Greb1l,Nlrp4b,Bpifb1,,,Pdcd2l,,
1037,Chfr,Gria2,Nlrp4f,Braf,,,Pddc1,,
1038,Chic2,Grp,Nme5,Brca1,,,Pdha1l1,,
1039,Chit1,Gsap,Nnmt,Brca2,,,Pdik1l,,
1040,Chka,Gsdmc,Noc3l,Brd8,,,Pdk1,,
1041,Chkb,Gsg1,Notch3,Brdt,,,Pebp1,,
1042,Chl1,Gsk3a,Npc2,Brf1,,,Pes1,,
1043,Chmp2a,Gsr,Npffr2,Bricd5,,,Pet100,,
1044,Chmp4bl1,Gstm6,Nphs2,Brinp3,,,Pex19,,
1045,Chordc1,Gstt2,Npl,Bst1,,,Pgam5,,
1046,Chp2,Gtf2b,Nploc4,Btbd17,,,Pgrmc1,,
1047,Chrac1,Gtf3c6,Nppb,Btbd8,,,Phb,,
1048,Chrna9,Gtpbp2,Npsr1,Btbd9,,,Phf23,,
1049,Chrnd,Gtpbp6,Nr2c1,Btc,,,Phf8,,
1050,Chst5,Guca1b,Nr3c2,Btg2,,,Phkg2,,
1051,Churc1,Gucy1a2,Nrarp,Btn2a2,,,Phospho2,,
1052,Ciart,Gucy1a3,Nrf1,Btrc,,,Phpt1,,
1053,Cib2,Gucy1b3,Nrg4,Bub1b,,,Phykpl,,
1054,Cilp,Gxylt2,Nsmce2,C1H10orf76,,,Pias1,,
1055,Cisd2,Gys2,Nt5c1a,C1d,,,Pigf,,
1056,Cish,Haao,Nts,C1galt1,,,Pign,,
1057,Ckb,Habp4,Nucb1,C1qtnf1,,,Pigw,,
1058,Cklf,Hacd4,Nudc,C1qtnf2,,,Pigx,,
1059,Cks2,Hap1,Numb,C1qtnf4,,,Pik3c2a,,
1060,Clasp1,Hapln3,Nup155,C1qtnf5,,,Pinx1,,
1061,Clcn2,Has1,Nwd2,C2cd3,,,Pithd1,,
1062,Clcn4,Hcfc2,Nxph3,C4a,,,Pitpnb,,
1063,Clcn5,Hcls1,Nxt1,C4b,,,Pkm,,
1064,Clcn6,Hdac2,Oas1e,C5,,,Pknox1,,
1065,Clcn7,Hdgfrp2,Oas1h,C5ar2,,,Plac8l1,,
1066,Clec10a,Heatr4,Oas2,C7,,,Plaur,,
1067,Clec2l,Heatr9,Ociad1,Caap1,,,Plbd1,,
1068,Clec4a1,Hectd3,Ofd1,Cab39l,,,Plekhf2,,
1069,Clec4a3,Heg1,Ogfr,Cables1,,,Plpp1,,
1070,Clec4e,Herc6,Olfml2b,Cabp7,,,Plrg1,,
1071,Clic1,Hexb,Olfr94-ps1,Cacna1c,,,Pls3,,
1072,Clint1,Hexdc,Olig3,Cacna1e,,,Pmpcb,,
1073,Clip1,Hgh1,Olr10,Cacna1g,,,Pmvk,,
1074,Clk2,Hgs,Olr1072,Cacna2d1,,,Pnisr,,
1075,Clns1a,Hibadh,Olr11,Cacnb1,,,Pnkp,,
1076,Clptm1,Hic1,Olr1108,Cacnb2,,,Pnn,,
1077,Clptm1l,Higd1b,Olr1119,Cacnb4,,,Pnrc1,,
1078,Clstn3,Hils1,Olr1147,Cacng1,,,Poc5,,
1079,Clta,Hip1r,Olr1192,Cacng4,,,Pofut2,,
1080,Cltc,Hist1h1c,Olr1228,Cacng5,,,Poglut1,,
1081,Clybl,Hist1h2ak,Olr1242,Cactin,,,Pold2,,
1082,Cmas,Hist1h2ao,Olr1245,Cadps,,,Poldip3,,
1083,Cmc1,Hist1h2bd,Olr1253,Calca,,,Polg,,
1084,Cmc2,Hist1h2bh,Olr1254,Calcb,,,Poll,,
1085,Cmip,Hist1h2bo,Olr1346,Calcrl,,,Polr2c,,
1086,Cmtm3,Hist2h2ab,Olr1382,Calr,,,Polr3k,,
1087,Cmtr1,Hist2h2be,Olr144,Caly,,,Pom121,,
1088,Cnbp,Hivep2,Olr1449,Camk1g,,,Pomgnt1,,
1089,Cndp1,Hmbox1,Olr149,Camk2a,,,Ppa1,,
1090,Cndp2,Hmgcl,Olr1548,Camk2g,,,Ppdpf,,
1091,Cnep1r1,Hmgcll1,Olr1549,Camkv,,,Ppfibp1,,
1092,Cnksr2,Hnrnpa3,Olr155,Camlg,,,Ppic,,
1093,Cnot1,Hoga1,Olr1561,Cand1,,,Ppidl1,,
1094,Cnot11,Hopx,Olr157,Cap2,,,Ppie,,
1095,Cnot3,Hoxa10,Olr1590,Capn1,,,Ppif,,
1096,Cnppd1,Hoxb2,Olr1591,Capn10,,,Ppil2,,
1097,Cnpy3,Hoxb4,Olr1593,Capn15,,,Ppil3,,
1098,Cntnap1,Hoxb7,Olr164,Capn6,,,Ppm1a,,
1099,Cntrob,Hoxc4,Olr1643,Capn8,,,Ppp1cb,,
1100,Coa3,Hoxc5,Olr1673,Capns1,,,Ppp1r12b,,
1101,Coa6,Hoxc8,Olr1675,Caps2,,,Ppp1r15a,,
1102,Coa7,Hoxd1,Olr214,Car14,,,Ppp1r1c,,
1103,Coasy,Hps4,Olr240,Car3,,,Ppp1r7,,
1104,Cobll1,Hs2st1,Olr264,Car7,,,Ppp2ca,,
1105,Cog6,Hsd17b13,Olr279,Card10,,,Ppp2r1a,,
1106,Col15a1,Hsd17b3,Olr337,Card9,,,Ppp2r2d,,
1107,Col18a1,Hspa2,Olr365,Carf,,,Ppp3ca,,
1108,Col19a1,Hspb8,Olr375,Carmil3,,,Ppp3r1,,
1109,Col22a1,Htr5b,Olr442,Casc4,,,Ppp4c,,
1110,Col4a1,Htra2,Olr554,Casd1,,,Ppp5c,,
1111,Col4a3bp,Hykk,Olr61,Casp4,,,Pprc1,,
1112,Col4a6,Hyls1,Olr613,Casp6,,,Pqbp1,,
1113,Col6a4,Ica1l,Olr62,Casq1,,,Pradc1,,
1114,Col6a5,Ier3,Olr625,Casq2,,,Prcc,,
1115,Col7a1,Ier5,Olr662,Casz1,,,Prickle1,,
1116,Colgalt1,Ier5l,Olr7,Cbarp,,,Prim2,,
1117,Commd2,Ifi47,Olr742,Cbl,,,Prkar1a,,
1118,Commd3,Ifit1bl,Olr840,Cblb,,,Prkar1b,,
1119,Commd4,Ifitm1,Olr857,Cbln2,,,Prkar2a,,
1120,Comt,Ifitm7,Olr889,Cbr1,,,Prmt3,,
1121,Cops2,Ifngr2,Onecut1,Cbr4,,,Prpf38a,,
