,T1,T2,T3
Rn60_15_0618.2,0,0,0.435490018
Rn60_15_0937.6,0,2.876307591,115.262312
Rn60_15_1042.4,25229.42566,18450.69326,10791.16419
Rn60_16_0397.1,39.2360096,27.72502928,17.59883771
Rn60_16_0588.3,664.8546175,199.3853094,669.3650575
Rn60_16_0590.1,9.585272043,0,3.321616715
Rn60_16_0648.2,0.884172655,17.01898309,2.191845115
Rn60_16_0690.2,510.0133946,430.7703359,335.3129659
Rn60_16_0690.3,0,3.661228945,0.379731231
Rn60_16_0816.2,2.452538783,1.170768182,0
Rn60_17_0147.1,45.93173502,48.99387137,34.99650575
Rn60_17_0147.2,4937.010462,4917.919987,2115.646286
Rn60_17_0155.5,31348.03714,41713.75108,175108.4214
Rn60_17_0156.3,5.561501353,44.04986431,8.992588555
Rn60_17_0157.2,31798.519,27387.0659,16106.80682
Rn60_17_0348.1,1011.543654,688.9976096,419.3280528
Rn60_17_0355.2,998.3927746,678.3893736,413.1073651
Rn60_17_0453.2,0,13.22362091,0
Rn60_17_0530.1,528.0145572,307.5034894,307.2476514
Rn60_17_0763.1,290.7137641,144.9000329,0
Rn60_17_0764.3,41.96363381,124.1927978,93.70868644
Rn60_18_0170.1,0,0,1.594291827
Rn60_18_0172.2,2.187758069,0.659716071,0.905994648
Rn60_19_0375.2,1.811671965,113.2526583,28.86351285
Rn60_19_0375.4,44.54866453,62.64830896,28.15477109
Rn60_19_0375.6,36.45518883,33.22171572,55.72435933
Rn60_19_0395.1,0,44.28228295,591.4745726
Rn60_19_0563.2,7.137347551,0.516589364,0
Rn60_1_0253.2,4.030472619,1.336125184,0.711264298
Rn60_1_0436.1,8.006455978,15.62233713,0
Rn60_1_0437.1,0,0.759376669,0.750297745
Rn60_1_0855.4,122924.2081,126612.1591,72326.44318
Rn60_1_0855.6,10.21475969,0,0
Rn60_1_1121.3,302.5849489,304.7516688,235.4860677
Rn60_1_1129.2,0,0,559.7800599
Rn60_1_1135.1,26.27301542,21.52052002,9.933493715
Rn60_1_1138.1,15.52862799,11.86708271,3.521329831
Rn60_1_1675.1,1.114673143,0,0
Rn60_1_1877.1,932.8050523,592.1485039,401.3306208
Rn60_1_1877.2,0,0.776045658,0.116594604
Rn60_1_1883.1,2475.916721,1689.819795,1780.809732
Rn60_1_2172.1,890.5630904,697.9331076,416.5609592
Rn60_1_2212.2,319.2039228,711.3469475,343.645576
Rn60_1_2212.3,220.3091331,102.3623857,80.42993758
Rn60_1_2212.4,255462.2298,301567.6608,248830.6647
Rn60_1_2216.1,7.603510957,4.635951336,2.524600309
Rn60_1_2220.2,0,0,21.10043729
Rn60_1_2431.2,5.057940954,0,0
Rn60_1_2620.3,0.000167884,6.949966491,2.87E-05
Rn60_20_0028.1,5.181678151,1.320146278,0
Rn60_20_0029.5,28.62294856,10.023744,0
Rn60_20_0032.5,10.28013035,85.25724338,203.1571092
Rn60_20_0032.7,0,0.130126272,0
Rn60_20_0032.9,12.80969009,0,0
Rn60_20_0037.1,0,0,78.91430855
Rn60_20_0047.3,35.0152808,5.858037809,3.343006791
Rn60_20_0050.1,153.7153788,46.14641041,0.771104217
Rn60_20_0050.5,8.39E-07,0,0
Rn60_20_0050.7,132.3228073,155.0434545,0
Rn60_20_0051.7,77.78934592,51.19821474,1000.909695
Rn60_20_0054.3,0,17.21869412,0
Rn60_20_0055.9,219.5054197,8.065941084,76.79994672
Rn60_20_0058.5,0,6.408089565,0
Rn60_20_0062.2,59.78952807,0,0
Rn60_20_0069.1,0,9.128800019,0
Rn60_2_0036.1,17.55684005,22.09003344,13.04051459
Rn60_2_0037.1,0.056969745,0,0
Rn60_2_0037.2,1266.232175,922.8629289,529.9274191
Rn60_2_1121.2,0,0.338379566,0
Rn60_2_1845.2,125.878891,90.5834677,61.66909562
Rn60_2_1852.1,4.884938206,0.787221354,5.67025545
Rn60_2_1853.1,0,57.70853696,0
Rn60_2_1853.2,0,0.902638572,0.294868464
Rn60_2_1877.4,0,17.06385756,0
Rn60_2_1877.6,2.512882996,5.509301191,20.8437613
Rn60_2_1879.4,387.5211034,408.6768421,255.5290364
Rn60_2_1880.4,5.888659354,70.05444357,4.857530912
Rn60_2_1880.5,4725.078063,4068.612741,4313.399054
Rn60_2_2350.1,3.241431412,15.35072226,67.56127147
Rn60_3_0101.2,19.69479031,26.51222077,6.142501875
Rn60_3_0106.2,0.750967641,3.277347029,0.620311392
Rn60_3_0109.1,0.580405087,0,0
Rn60_3_0143.1,404.6326623,84.47091864,396.2175589
Rn60_3_0144.3,296.0761799,0,0
Rn60_3_1740.1,0.195392592,0.995504507,0.945887927
Rn60_4_0064.1,274.9487232,295.4796815,0.169491109
Rn60_4_0065.1,560.7825433,682.3990953,360.2064541
Rn60_4_0169.1,0.50234324,4.56E-05,0.000286064
Rn60_4_0170.1,228.8266942,29.1439213,0
Rn60_4_0170.2,0.736574109,0,0
Rn60_4_0170.3,0,0,4.085838992
Rn60_4_1482.2,7.565571699,2.748845438,3.506403662
Rn60_4_1484.2,10.51213591,0,5.040784259
Rn60_4_1636.2,0,0.589726555,0
Rn60_5_0282.1,4.336176728,0,0
Rn60_5_0285.4,343.6691116,41.36902605,37.94473465
Rn60_5_1207.2,0.000116679,0.701646495,0.001120487
Rn60_5_1373.5,36.3069582,0,0
Rn60_5_1374.4,780.5930619,860.6715014,227.0063442
Rn60_5_1374.5,9.798211868,139.7483693,64.824954
Rn60_5_1691.1,31018.4409,23412.97077,23000.76798
Rn60_5_1691.2,0,1.971067107,0
Rn60_6_0139.1,0,0,0.521255241
Rn60_6_0143.1,105.5903018,41.68812477,49.35776985
Rn60_6_0147.1,9.600728281,10.08908955,0.924219983
Rn60_6_0361.1,145.0345312,0,0
Rn60_6_0642.1,191.9474859,107.5420569,115.9437207
Rn60_6_0647.1,2.791420961,0.677385348,0
Rn60_6_1133.1,0,6.925079542,0
Rn60_6_1136.1,0,0,0.204941783
Rn60_7_0127.2,135.6243412,63.19095477,1.98062385
Rn60_7_0127.5,1405.236809,647.1631433,1320.390662
Rn60_7_1026.2,103.436714,0,27.21745485
Rn60_7_1033.1,0.340880837,2.343070803,0
Rn60_7_1034.1,0,1.267979483,0
Rn60_7_1073.3,0.740741829,0,0
Rn60_7_1084.1,0,0,6.934714202
Rn60_7_1085.1,739.0556065,579.5110305,409.6532654
Rn60_7_1086.1,449.8286341,417.7949624,266.8356728
Rn60_7_1214.2,187.7220261,78.22714432,24.75177397
Rn60_7_1215.3,23.44595521,0,2488.749491
Rn60_7_1218.1,1846.12516,1728.523714,1731.359254
Rn60_7_1218.2,7.873480965,0,5.439087545
Rn60_7_1454.2,0,0,156.5258749
Rn60_8_0005.3,3.141543811,0,0
Rn60_8_0009.1,1.216014619,0,0
Rn60_8_0242.1,0.136326816,0,0
Rn60_8_0596.7,0,1.66E-06,0
Rn60_8_0596.8,0.63510672,0.263476526,0.130508482
Rn60_9_0081.1,119.8952883,58.54060542,45.06502432
Rn60_9_0652.2,0,0.043861745,0
Rn60_9_0652.3,721.4387916,487.0205864,371.0630325
Rn60_9_0863.1,2776.912064,3587.674803,2556.418879
Rn60_9_0863.2,0.706859487,0,0
Rn60_9_0867.1,111.8086836,123.4674044,20.5270585
Rn60_X_0110.1,0,112.1794523,61.72876587
Rn60_X_0110.2,2122.460422,1324.725188,1186.866702
Rn60_X_0168.1,8.043401363,0,0
Rn60_X_0201.2,163.3862993,121.3451759,91.22988103
Rn60_X_0201.3,510.120649,407.5373267,176.3759616
Rn60_X_0210.1,9.567484737,0,2.657595666
Rn60_X_0211.1,92.16743068,90.90340247,43.94503301
Rn60_X_0633.1,9.213491323,0,0
Rn60_X_0634.2,2482.542008,1918.041364,1186.674662
Rn60_X_0641.1,62.81844944,75.91108877,1.234636743
Rn60_X_0648.1,985.2709849,906.5572794,1353.917025
Rn60_X_0650.1,1.108229756,3.252684025,0
Rn60_X_0693.1,1.874704839,6.051967732,1.39E-05
Rn60_X_0768.2,0.95977752,3.74921868,1.239253118
Rn60_X_0772.2,356.5201423,294.5406154,400.2870693
Rn60_X_0773.3,7718.23373,5290.191097,3109.567735
Rn60_X_0773.5,13537.8526,10247.83213,11518.98855
Rn60_X_0775.3,2571.537857,2201.460548,1876.310672
Rn60_X_0775.4,1.597273229,0.382248775,0.1412527
Rn60_X_0777.2,16.16893492,2.519552906,9.721891304
Rn60_X_0777.3,40.98001425,51.60048256,25.06693333
Rn60_X_0777.4,18.38143992,9.392343728,0
Rn60_X_0778.1,0.50587468,0,0
Rn60_X_1085.1,7.437036378,5.985669994,3.284039
Rn60_X_1086.1,0,13.11337766,0
Rn60_X_1096.1,0,1.34456626,0
Rn60_X_1102.1,2.671425058,3.301832535,5.40390982
Rn60_X_1102.2,53.74305443,81.55414249,24.3146315
Rn60_X_1236.3,22.23023187,21.98107497,108.5926582
Rn60_X_1239.4,5.08767824,15.27858619,0
Rn60_X_1241.1,0,0.117571239,0
Rn60_X_1241.2,0.549803198,2.184042327,0
Rn60_Y_0001.1,0,9.698672585,0
Rn60_Y_0001.2,0.363312653,32.43596992,10.74958545
Rn60_Y_0002.2,0.708743985,0,0
Rn60_Y_0004.6,98.82305953,30.28810303,13.71334052
Rn60_Y_0007.1,1285.362652,1181.241641,946.6030533
Rn60_Y_0007.4,0,3.064276425,3.978739431
Rn60_Y_0010.1,155.5490016,182.2565226,82.59670411
Rn60_Y_0010.2,115.7115124,134.6094242,128.0916078
Rn60_Y_0032.1,9.072565326,16.77907141,6516.746414
Rn7sl1,196.8117484,876.3335938,0.007618821
Rnase10,0,0,44.66322597
Rnase17,0,3.785132858,0
Rnase3,0,11.52183964,0
Rnase4,1405.063143,2317.99649,1579.032151
Rnaseh1,139.3525748,214.9481467,100.1666657
Rnaseh2a,1984.971155,2032.567838,1147.411148
Rnaseh2b,1529.297521,1172.534413,566.7127872
Rnaseh2c,1086.928489,888.8096963,741.9767403
Rnasek,10438.95116,5809.696392,4261.707563
Rnasel,30.63155429,12.60731289,0
Rnaset2,378.103375,207.4012236,324.2711001
Rnd1,86.51762404,5.599577656,263.1037783
Rnd2,83.63225353,304.2641401,16.28068819
Rnd3,5749.735763,6763.382809,4401.362875
Rnf10,977.7596909,1058.036605,582.5029988
Rnf103,1154.648028,345.8124633,418.8476191
Rnf111,2650.956906,2150.519535,1672.204892
Rnf112,1.221898113,30.47563103,0.982357449
Rnf113a1,165.1484531,184.078983,236.6285892
Rnf114,277.2527275,665.6493889,535.9144528
Rnf115,552.8408384,547.3956142,403.574805
Rnf11l1,259.370598,319.0869413,97.0840472
Rnf121,376.7347929,721.304344,269.0071623
Rnf122,568.9471501,1391.877023,1736.66039
Rnf123,122.5664325,116.1543671,68.43930967
Rnf125,200.479213,127.8178546,65.45933746
Rnf126,28.92381929,13.97899643,6.513250356
Rnf128,0,1.33433694,0
Rnf13,1226.79404,1306.684204,547.91777
Rnf130,802.0911534,361.916558,181.5293487
Rnf138,1194.78701,779.5670069,398.2940775
Rnf139,623.3350032,406.3067626,270.4658063
Rnf14,687.4338743,694.0279027,392.2497564
Rnf144a,649.0641644,453.2277987,368.2262614
Rnf144b,63.15394834,9.338346389,17.06085795
Rnf145,394.1145481,299.3106759,126.2730612
Rnf146,1105.262969,443.5274233,641.949501
Rnf149,229.3516011,243.9887389,155.1461691
Rnf150,12.31879486,120.9115781,40.76311163
Rnf151,131.3115079,25.76788493,6.003131954
Rnf157,2.557480951,8.388008314,8.0864394
Rnf165,0.283666821,1.023273714,0
Rnf166,275.612319,272.950465,78.80596391
Rnf167,1382.421644,1740.192771,1304.220025
Rnf168,543.311894,398.9831402,211.7344847
Rnf169,6.17661645,10.63183074,0.986332843
Rnf17,0.327611288,0,0.06243499
Rnf170,523.6887465,586.0119321,270.6881382
Rnf180,6.504697813,3.094675744,0
Rnf181,1113.381789,371.5016423,200.6382113
Rnf182,0,25.4019543,27.74976004
Rnf185,507.6750262,562.4987451,536.4335605
Rnf186,0,76.04417361,0
Rnf187,559.6563659,838.4563763,120.3665092
Rnf19a,995.3564,663.1523574,559.1026742
Rnf19b,107.7090919,100.3960587,46.84505064
Rnf2,4058.507178,3634.482697,3066.059234
Rnf20,895.6899662,1063.139806,616.8435416
Rnf207,0,1.115493525,0
Rnf208,117.479532,57.87075126,5.730804382
Rnf212,24.41495376,7.647989635,55.25204487
Rnf213,3.538768185,0.514759649,9.934810103
Rnf214,425.7597589,260.3791044,553.3166012
Rnf215,167.2768356,134.3550427,89.55600592
Rnf216,167.3415028,236.0148127,446.9226524
Rnf217,224.3449436,447.5792003,51.76744112
Rnf219,341.4159426,209.0108912,44.34753546
Rnf220,553.2748806,274.1017383,162.1512756
Rnf225,83.2862791,69.65003417,41.6830554
Rnf24,87.60808412,117.1997143,102.9962967
Rnf25,105.3308825,142.6294026,64.7333515
Rnf26,169.8465717,369.1232719,355.8029697
Rnf31,137.6279851,67.05516351,23.0794341
Rnf32,9.266838132,28.00006013,8.707551199
Rnf34,494.2127929,1181.103504,969.5615166
Rnf38,109.3838243,46.8653181,35.18216073
Rnf39,1.715456825,162.9509552,3.468831685
Rnf4,4992.847921,4848.45931,3184.563992
Rnf40,20.67007443,19.9691586,7.999482789
Rnf41,275.0272291,416.1774401,110.6070684
Rnf44,680.5695023,360.3479557,166.4294642
Rnf5,475.7119883,540.9024213,347.9464654
Rnf6,332.7092552,275.4688973,164.1086389
Rnf7,4079.272346,3487.287909,2069.169791
Rnf8,149.4733912,449.3251502,42.62876628
Rnft1,821.6734363,535.6037654,535.5085438
Rnft2,15.84609657,3.537931343,24.86102926
Rngtt,555.722858,278.8989443,89.00525367
Rnh1,2564.636757,2557.733898,2161.553466
Rnls,80.36622208,56.25025049,21.93537567
Rnmt,489.9932217,545.0659626,265.7918164
Rnpc3,316.0971922,323.5391668,199.9922033
Rnpep,236.8748274,135.2509091,63.21944992
Rnpepl1,69.16978189,54.53590257,17.6939947
Rnps1,8318.865417,9705.869442,5666.942585
Robo1,48.69395928,83.07074015,56.85867763
Robo2,90.95175728,131.1921118,105.2137799
Rock1,1327.204707,1197.759519,581.8385269
Rock2,958.1433931,825.0926859,700.4250589
Rogdi,968.8556005,534.3929243,666.4786497
Rom1,81.63621391,16.88226205,0
Romo1,9517.752814,9701.105379,5159.132131
Ropn1l,0,0.670817947,4.601811468
Ror1,254.4390283,206.1163694,249.560901
Ror2,7.766179607,41.86165577,4.943688755
Rora,149.1642803,362.414686,76.74956906
Rorb,1.996331735,5.312267553,0
Rorc,0,3.758526507,0
Ros1,1.790420373,4.724041432,0
Rp1,0.312095452,0,0
Rp1l1,0.066411539,0,0
Rp2,88.89340963,22.5493455,22.95209856
Rp9,68.67323737,132.6243054,13.39531805
Rpa1,703.2435333,681.0466436,373.5505223
Rpa2,2610.388856,2987.230859,1609.707438
Rpa3,6952.445998,5413.182958,3647.336647
Rpain,528.7707779,500.7563795,335.968019
Rpap1,89.75164505,60.84000275,24.22669087
Rpap2,269.6603858,182.3449246,238.9135864
Rpap3,1465.920471,1044.870969,933.6529342
Rpe,730.7024597,727.00328,623.9449133
Rpe65,0,0,0.029801517
Rpf1,1270.176356,875.7533708,1106.910012
Rpf2,2241.230987,2675.241047,1075.677418
Rpgr,186.1577488,80.44827861,91.7107266
Rpgrip1,7.306028126,6.939500785,4.788180376
Rpgrip1l,156.4012435,55.53359344,55.07557346
Rph3a,0,0,0.126294564
Rph3al,0.464251208,0.380156961,1.849054717
Rpia,490.9606094,944.0159839,415.0681997
Rpl10,30466.30362,26400.65379,16021.98402
Rpl10a,5898.65628,4263.965623,3097.415945
Rpl10l,692.8265196,758.418853,576.7146544
Rpl11,20898.29392,16744.94556,9333.211997
Rpl12,573.8011633,424.7764803,395.6966668
Rpl12-ps1,5609.08344,3934.096246,2911.696418
Rpl13,3811.171973,2931.621605,3258.53719
Rpl13a,7476.076674,6229.140582,3012.945787
Rpl14,44327.95977,36794.76559,24331.86989
Rpl15,58549.25775,12148.04119,8127.378871
Rpl17,11962.51856,8941.05325,5106.891919
Rpl18,30737.35938,24255.71453,15910.10459
Rpl18a,163307.4281,129911.614,87769.77624
Rpl19,36388.94023,28879.11464,18631.52889
Rpl21,23233.60892,19617.42596,14028.56605
Rpl21-ps4,4.64417749,7.47418824,4.174105844
Rpl22,7184.68124,4895.252349,4787.902359
Rpl22l1,5657.28018,4477.821648,2168.960709
Rpl22l2,5806.565945,4874.687267,3448.788683
Rpl23,48259.75815,35608.28209,25538.27654
Rpl23a,27856.23388,21431.65951,13894.43218
Rpl24,14408.4529,9312.350408,10794.17986
Rpl26,13093.46693,10961.71489,7533.066758
Rpl26-ps1,3426.470804,3152.59325,3487.91923
Rpl26-ps2,46219.74064,34072.71064,22279.99047
Rpl27,15148.69865,10609.47004,6540.46399
Rpl27a,7565.150398,5479.007582,3290.682068
Rpl28,4800.780357,3901.434798,2968.58091
Rpl29,39799.11907,31216.89419,20998.82256
Rpl3,48288.15963,50696.71141,33555.64759
Rpl30,83794.73417,56971.86844,38006.71709
Rpl30l1,610.2186802,328.1099965,399.4948816
Rpl31,2974.827983,2367.529755,2094.898714
Rpl31l3,0.54621216,5.459309154,2885.697302
Rpl31l4,57279.72852,47321.63644,31756.54319
Rpl32,68804.16922,59113.84511,42948.90276
Rpl34,3582.512891,3094.326508,1621.237133
Rpl34-ps1,74195.94878,65580.40986,42250.56814
Rpl35,39266.68782,31435.01006,21049.96688
Rpl35a,24366.89936,16918.87227,11564.93782
Rpl35al1,15670.78059,10380.7487,7610.685114
Rpl36,13321.78369,9716.84062,6744.428038
Rpl36a,486.6137536,397.6775015,347.0935808
Rpl36al,12991.05978,11036.37196,6849.639689
Rpl37,121164.988,98132.851,63174.09066
Rpl37-ps1,18892.47031,15730.55958,10024.96586
Rpl37a,3378.809131,2667.030753,2347.495571
Rpl38,75435.5837,54122.58638,40282.02169
Rpl39,25544.94172,19431.42881,9655.472857
Rpl39l,0,620.4841032,1.047852263
Rpl3l,0,0.685616579,0
Rpl4,27167.37615,21942.38133,16464.61722
Rpl41,260565.7536,199660.6998,133357.3875
Rpl5,27070.6948,22774.96709,14842.43448
Rpl5l1,20898.08798,17130.36999,11684.36264
Rpl6,9390.642898,7991.47424,4624.261508
Rpl6-ps1,32523.18559,31184.42491,15950.57967
Rpl7,4326.015707,3337.9117,2163.386375
Rpl7a,5483.311291,4490.17081,3276.55131
Rpl7l1,3217.453774,2660.697798,2043.129945
Rpl8,37075.42269,30751.85421,19291.43635
Rpl9,7634.384516,8315.824484,6527.781735
Rplp0,72529.04264,60952.91246,40811.44217
Rplp1,30032.32991,22931.76547,17894.90829
Rplp2,2440.387491,1954.356586,1191.523177
Rpn1,6814.280209,8062.062721,7038.465379
Rpn2,6537.690674,7852.968393,6807.486023
Rpp14,1563.069705,1024.297685,770.2637235
Rpp21,7834.28689,7362.169699,4371.753492
Rpp25,8.374207483,52.9286975,0
Rpp25l,1394.371558,491.0491328,320.3809353
Rpp30,1162.348254,873.8336601,230.5997361
Rpp38,314.2400564,87.93195134,193.6565006
Rpp40,312.5214233,570.3878316,146.4079352
Rprd1a,399.7419926,374.9254636,346.4796841
Rprd1b,372.0654563,177.9123827,232.5807804
Rprd2,40.92041209,37.41016728,59.12939127
Rprm,0,1.141457071,0
Rprml,0,17.30469489,0
Rps10,1752.106545,1433.80707,786.1009717
Rps10l1,10602.40609,9375.873364,7665.267292
Rps11,26725.29214,19810.66626,14138.56708
Rps12,1246.404363,1296.618486,1562.12007
Rps14,16889.19119,13089.37476,10895.64548
Rps15,25420.84485,19630.93292,13619.38116
Rps15-ps1,1.62163571,2.75664039,0.784150065
Rps15-ps2,7957.202139,7384.308473,3552.561642
Rps15a,6908.860692,5346.4253,3903.481837
Rps15al2,2958.030918,2290.476155,1562.58386
Rps15al4,39905.47202,32750.04702,18571.19337
Rps16,18170.49416,15265.53989,9524.542254
Rps17,3313.204407,2860.923146,1922.564149
Rps18,14786.41922,11375.69588,11135.64127
Rps18l1,161012.9835,138855.3802,94404.1228
Rps19,6160.661695,5631.763107,3600.486435
Rps19bp1,961.5716743,1203.627288,280.2542428
Rps19l1,4991.705294,3763.751315,3110.283918
Rps2,2757.750703,2228.280046,1191.426406
Rps2-ps1,0,0.632688371,0
Rps2-ps2,0,5.694196999,0
Rps20,12148.60287,10145.19282,4788.028079
Rps21,274.0015227,189.2968137,120.5904722
Rps21-ps1,51712.42163,42485.10811,36600.26994
Rps23,26963.1057,21744.08927,15495.67165
Rps24,10486.4853,7448.105414,5271.921455
Rps25,16032.60938,11347.69461,9285.955186
Rps25-ps1,16.76622158,2.117781914,182.7452756
Rps25-ps2,78.78349012,0,0
Rps27,23889.07337,17939.53814,11063.49783
Rps27a,63649.36442,48370.44074,28819.83202
Rps27a-ps5,83.26226078,33.19354092,23.07234561
Rps27a-ps6,38.92302688,45.57282367,16.87001939
Rps27l,16967.99643,11723.26763,10250.79862
Rps28,5159.023452,4800.031439,2467.401346
Rps29,22914.41071,15850.92904,9998.905581
Rps3,34947.96066,26975.20239,17993.68127
Rps3a,6584.274827,5516.530592,3474.429844
Rps4x,47610.32715,34170.51847,26535.08814
Rps4y2,1092.923248,1142.677526,691.725247
Rps5,72560.76971,59835.12227,33851.26417
Rps6,59979.59547,50431.87013,32601.18598
Rps6ka1,364.3715041,291.7979114,143.4083172
Rps6ka2,196.7333734,301.8042984,120.7129487
Rps6ka3,377.8375513,101.5952389,140.1754058
Rps6ka4,33.23902144,19.99955626,40.59897869
Rps6ka5,154.0976694,179.4058995,46.19951025
Rps6ka6,140.4979107,271.6696045,210.0297532
Rps6kb1,538.2504888,1067.131156,689.4883595
Rps6kb2,394.4487719,259.9686726,103.601982
Rps6kc1,138.6515102,40.9388783,48.00036311
Rps6kl1,8.013967106,0,0
Rps7,2468.428023,1715.146184,1409.348188
Rps8,20384.46292,15026.92304,11728.11482
Rps9,27726.33963,25158.73782,17526.8162
Rpsa,18964.27673,16340.59492,10141.124
Rptn,0.849063921,0,0
Rptor,38.05139432,108.3670495,6.674012811
Rpusd1,299.3795521,51.68217529,5.561923927
Rpusd2,396.8072063,287.2461125,231.5579313
Rpusd3,131.7022309,83.50155683,47.11406183
Rpusd4,623.6366261,254.92375,379.0054508
Rrad,351.0225145,162.0052868,306.8990758
RragB,24.98253335,67.42219231,81.91118725
Rraga,3619.395298,2440.492987,2020.078698
Rragc,609.0811467,530.9735123,194.600432
Rragd,64.82469388,30.91826331,10.11219134
Rras,735.2592842,344.2208846,260.6726251
Rras2,1103.748621,601.3048077,251.1672583
Rrbp1,849.2683835,1150.233275,951.6216761
Rreb1,168.4240111,29.90143051,23.49254839
Rrh,0,42.85003591,56.80417129
Rrm1,4423.095858,4301.417165,3355.156672
Rrm2,362.2730473,338.0171376,224.9375814
Rrm2b,26.20655939,1.430429344,2.845016209
Rrn3,546.3154817,696.854035,445.64986
Rrnad1,28.17902475,3.259554996,22.30411761
Rrp1,782.9638286,494.9554789,430.1424756
Rrp12,74.59985025,145.0113573,139.4449982
Rrp15,1097.517045,610.8867857,522.0352269
Rrp1b,557.4982242,646.1275973,391.3134708
Rrp36,540.6594381,445.6530541,143.5757017
Rrp7a,273.3929828,140.7339589,54.2955824
Rrp8,364.2625088,439.6167393,219.5616129
Rrp9,258.4153483,345.1593287,182.0608194
Rrs1,437.4564748,125.6209669,38.79645001
Rsad2,14.16539592,1.019381214,14.88852013
Rsbn1,187.7413605,104.3652887,110.259912
Rsbn1l,231.6936756,205.965777,443.9863271
Rsf1,515.623061,539.1380108,567.931638
Rsg1,37.49955888,196.9468321,110.6592342
Rsl1,134.0871058,35.30037026,3.46018336
Rsl1d1,480.6420051,408.1791736,235.3827624
Rsl1d1l1,2105.039718,1431.294038,1020.421921
Rsl24d1,7052.826415,6177.275957,4841.950385
Rslcan18,331.1954413,248.9387485,387.5551756
Rsph1,0.88064961,2.024023516,0.193958221
Rsph10b,19.72075189,56.00396507,3.824532277
Rsph3,1.40439218,5.328103798,4.910950365
Rsph4a,0,3.660461725,0
Rsph6a,0.493798786,0,0
Rsph9,127.4100604,130.063367,168.1478777
Rspo1,0,56.05874581,23.43377691
Rspo2,33.58182455,5.023044378,0
Rspo3,158.1380174,80.09361325,568.6814661
Rspo4,75.69820675,21.15295541,0
Rspry1,221.0435642,364.3159668,357.3071545
Rsrc2,3497.16455,2987.642694,2715.324879
Rsrp1,1623.205869,1140.501219,1249.63728
Rsu1,3074.470708,2879.458871,1758.060225
Rtbdn,0.652047051,0,0
Rtcb,2360.164922,2062.757729,1638.647635
Rtcd1,1412.828987,1186.239547,1123.938614
Rtel1,174.581916,217.3153829,43.11627288
Rtf1,581.5233329,430.5994026,439.9919164
Rtfdc1,1152.372851,1014.435165,821.1284937
Rtkn,126.3300762,121.0239978,116.5240388
Rtkn2,34.44965789,21.65255563,0
Rtl1,19.18356769,55.18849137,86.61861796
Rtn1,987.5298305,352.4450302,588.8958582
Rtn2,431.4580076,493.6688821,109.2681407
Rtn3,1814.741686,1317.383451,846.9768132
Rtn4,1915.65676,1221.900314,994.5400527
Rtn4ip1,79.028411,374.2146308,113.4505719
Rtn4r,62.41276875,1.320040111,12.03061135
Rtn4rl1,8.675463926,12.23702196,9.200224589
Rtn4rl2,0,0,0.434423629
Rtp3,17.49199739,0,0
Rtp4,50.65025573,31.4707992,56.72879291
Rttn,307.8846213,91.02751623,70.08984512
Rubcn,94.50502351,46.14044476,22.46557842
Rubcnl,0,4.921916108,0.2328138
Rufy1,490.1613953,278.7215681,174.3998402
Rufy2,37.56144847,40.05392352,26.17132635
Rufy3,109.4445698,78.71998719,272.5538572
Rufy4,0,0,0.122735153
Rundc1,24.04181486,46.78111677,35.01724009
Rundc3a,0,0.394071424,0
Rundc3b,4.733446011,14.086712,6.6420195
Runx1,320.4018903,218.0684679,55.70047336
Runx1t1,494.1345481,517.6118727,546.9814263
Runx2,34.47919792,97.36397982,89.33787894
Runx3,0,11.6467596,6.653403879
Rusc2,2.210309922,0.1258174,0
Ruvbl1,1304.740273,858.7320006,507.3429248
Ruvbl2,2442.628204,1761.968187,945.7206134
Rwdd1,2364.586983,2043.882913,835.9954254
Rwdd2a,2.555564136,0.682510376,3.437238372
Rwdd2b,94.07972474,388.7747161,61.13109127
Rwdd3,704.3726252,816.5266769,124.7592157
Rwdd4,533.5997453,438.3277973,516.216827
Rxfp1,0.019665088,34.85789681,116.5995852
Rxfp2,26.61363772,53.91888207,0.856762882
Rxra,0.096869048,0.221664295,0.851791591
Rxrb,60.49236464,45.47569863,43.38806029
Rxrg,235.0139663,168.2115017,3.872898062
Rybp,278.4889906,196.7082997,142.6984324
Ryk,383.7298285,548.2156717,479.2748538
Ryr1,4.23402647,10.4903857,9.296518867
Ryr2,0.02712879,0,0
Ryr3,6.443033613,10.63051444,4.37262962
S100a1,204.6898461,868.2949607,219.8504654
S100a10,56976.4241,42858.13238,36700.58143
S100a11,48988.51799,49767.65081,37979.71508
S100a13,923.751802,839.2541728,297.1333962
S100a16,1874.831711,1396.95037,1876.815225
S100a3,444.8560546,386.7670232,46.54197811
S100a4,9327.338985,3403.007498,3866.36437
S100a5,47.38233055,0,0
S100a6,21890.46855,9615.937966,12772.15617
S100b,1885.239041,2471.204652,3014.156067
S100g,0,1.965900608,15.45357109
S100pbp,578.6994197,748.8604979,353.2873037
S1pr1,203.1943484,130.6958832,9.936106819
S1pr2,355.9377209,199.203645,124.2904037
S1pr3,1262.811583,1359.987037,835.984873
S1pr5,0,0.373148305,4.149792829
SCARNA1,429.0303904,300.8655955,0
SCARNA11,83.68499932,0,0
SCARNA13,0,0,18.24604981
SCARNA14,253.3901934,146.4968644,0
SCARNA18,0,0,172.4029623
SCARNA2,7.960011718,0,7.070416925
SCARNA20,25.82089551,392.5505295,210.8366564
